src,relation,dst,extra_json
statewrite:spank_chain_payment.joinChannel.11,postStateVersion,version:spank_chain_payment.Channels_21,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 11, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_20"", ""post_version"": ""Channels_21"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.joinChannel.11""}"
statewrite:spank_chain_payment.joinChannel.11,commitsState,commit:spank_chain_payment.joinChannel.11,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 11, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_20"", ""post_version"": ""Channels_21"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.joinChannel.11""}"
commit:spank_chain_payment.joinChannel.12,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 12, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_21"", ""post_version"": ""Channels_22"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.joinChannel.12""}"
statewrite:spank_chain_payment.joinChannel.12,preStateVersion,version:spank_chain_payment.Channels_21,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 12, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_21"", ""post_version"": ""Channels_22"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.joinChannel.12""}"
statewrite:spank_chain_payment.joinChannel.12,postStateVersion,version:spank_chain_payment.Channels_22,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 12, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_21"", ""post_version"": ""Channels_22"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.joinChannel.12""}"
statewrite:spank_chain_payment.joinChannel.12,commitsState,commit:spank_chain_payment.joinChannel.12,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 12, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_21"", ""post_version"": ""Channels_22"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.joinChannel.12""}"
commit:spank_chain_payment.deposit.6,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 6, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_26"", ""post_version"": ""Channels_27"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.6""}"
statewrite:spank_chain_payment.deposit.6,preStateVersion,version:spank_chain_payment.Channels_26,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 6, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_26"", ""post_version"": ""Channels_27"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.6""}"
statewrite:spank_chain_payment.deposit.6,postStateVersion,version:spank_chain_payment.Channels_27,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 6, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_26"", ""post_version"": ""Channels_27"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.6""}"
statewrite:spank_chain_payment.deposit.6,commitsState,commit:spank_chain_payment.deposit.6,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 6, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_26"", ""post_version"": ""Channels_27"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.6""}"
commit:spank_chain_payment.deposit.8,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 8, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_24"", ""post_version"": ""Channels_25"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.8""}"
statewrite:spank_chain_payment.deposit.8,preStateVersion,version:spank_chain_payment.Channels_24,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 8, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_24"", ""post_version"": ""Channels_25"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.8""}"
statewrite:spank_chain_payment.deposit.8,postStateVersion,version:spank_chain_payment.Channels_25,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 8, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_24"", ""post_version"": ""Channels_25"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.8""}"
statewrite:spank_chain_payment.deposit.8,commitsState,commit:spank_chain_payment.deposit.8,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 8, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_24"", ""post_version"": ""Channels_25"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.8""}"
commit:spank_chain_payment.deposit.14,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 14, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_29"", ""post_version"": ""Channels_30"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.14""}"
statewrite:spank_chain_payment.deposit.14,preStateVersion,version:spank_chain_payment.Channels_29,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 14, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_29"", ""post_version"": ""Channels_30"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.14""}"
statewrite:spank_chain_payment.deposit.14,postStateVersion,version:spank_chain_payment.Channels_30,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 14, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_29"", ""post_version"": ""Channels_30"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.14""}"
statewrite:spank_chain_payment.deposit.14,commitsState,commit:spank_chain_payment.deposit.14,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 14, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_29"", ""post_version"": ""Channels_30"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.14""}"
commit:spank_chain_payment.deposit.16,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 16, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_28"", ""post_version"": ""Channels_31"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.16""}"
statewrite:spank_chain_payment.deposit.16,preStateVersion,version:spank_chain_payment.Channels_28,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 16, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_28"", ""post_version"": ""Channels_31"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.16""}"
statewrite:spank_chain_payment.deposit.16,postStateVersion,version:spank_chain_payment.Channels_31,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 16, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_28"", ""post_version"": ""Channels_31"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.16""}"
statewrite:spank_chain_payment.deposit.16,commitsState,commit:spank_chain_payment.deposit.16,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 16, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_28"", ""post_version"": ""Channels_31"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.deposit.16""}"
commit:spank_chain_payment.closeVirtualChannel.5,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 5, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_50"", ""post_version"": ""Channels_51"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.5""}"
statewrite:spank_chain_payment.closeVirtualChannel.5,preStateVersion,version:spank_chain_payment.Channels_50,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 5, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_50"", ""post_version"": ""Channels_51"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.5""}"
statewrite:spank_chain_payment.closeVirtualChannel.5,postStateVersion,version:spank_chain_payment.Channels_51,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 5, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_50"", ""post_version"": ""Channels_51"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.5""}"
statewrite:spank_chain_payment.closeVirtualChannel.5,commitsState,commit:spank_chain_payment.closeVirtualChannel.5,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 5, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_50"", ""post_version"": ""Channels_51"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.5""}"
commit:spank_chain_payment.closeVirtualChannel.8,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 8, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_51"", ""post_version"": ""Channels_52"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.8""}"
statewrite:spank_chain_payment.closeVirtualChannel.8,preStateVersion,version:spank_chain_payment.Channels_51,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 8, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_51"", ""post_version"": ""Channels_52"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.8""}"
statewrite:spank_chain_payment.closeVirtualChannel.8,postStateVersion,version:spank_chain_payment.Channels_52,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 8, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_51"", ""post_version"": ""Channels_52"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.8""}"
statewrite:spank_chain_payment.closeVirtualChannel.8,commitsState,commit:spank_chain_payment.closeVirtualChannel.8,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 8, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_51"", ""post_version"": ""Channels_52"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.8""}"
commit:spank_chain_payment.closeVirtualChannel.9,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 9, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_52"", ""post_version"": ""Channels_53"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.9""}"
statewrite:spank_chain_payment.closeVirtualChannel.9,preStateVersion,version:spank_chain_payment.Channels_52,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 9, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_52"", ""post_version"": ""Channels_53"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.9""}"
statewrite:spank_chain_payment.closeVirtualChannel.9,postStateVersion,version:spank_chain_payment.Channels_53,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 9, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_52"", ""post_version"": ""Channels_53"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.9""}"
statewrite:spank_chain_payment.closeVirtualChannel.9,commitsState,commit:spank_chain_payment.closeVirtualChannel.9,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 9, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_52"", ""post_version"": ""Channels_53"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.9""}"
commit:spank_chain_payment.closeVirtualChannel.10,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 10, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_53"", ""post_version"": ""Channels_54"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.10""}"
statewrite:spank_chain_payment.closeVirtualChannel.10,preStateVersion,version:spank_chain_payment.Channels_53,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 10, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_53"", ""post_version"": ""Channels_54"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.10""}"
statewrite:spank_chain_payment.closeVirtualChannel.10,postStateVersion,version:spank_chain_payment.Channels_54,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 10, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_53"", ""post_version"": ""Channels_54"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.10""}"
statewrite:spank_chain_payment.closeVirtualChannel.10,commitsState,commit:spank_chain_payment.closeVirtualChannel.10,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 10, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_53"", ""post_version"": ""Channels_54"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.10""}"
commit:spank_chain_payment.closeVirtualChannel.11,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 11, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_54"", ""post_version"": ""Channels_55"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.11""}"
statewrite:spank_chain_payment.closeVirtualChannel.11,preStateVersion,version:spank_chain_payment.Channels_54,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 11, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_54"", ""post_version"": ""Channels_55"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.11""}"
statewrite:spank_chain_payment.closeVirtualChannel.11,postStateVersion,version:spank_chain_payment.Channels_55,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 11, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_54"", ""post_version"": ""Channels_55"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.11""}"
statewrite:spank_chain_payment.closeVirtualChannel.11,commitsState,commit:spank_chain_payment.closeVirtualChannel.11,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 11, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_54"", ""post_version"": ""Channels_55"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.11""}"
commit:spank_chain_payment.closeVirtualChannel.13,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 13, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_51"", ""post_version"": ""Channels_56"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.13""}"
statewrite:spank_chain_payment.closeVirtualChannel.13,preStateVersion,version:spank_chain_payment.Channels_51,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 13, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_51"", ""post_version"": ""Channels_56"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.13""}"
statewrite:spank_chain_payment.closeVirtualChannel.13,postStateVersion,version:spank_chain_payment.Channels_56,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 13, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_51"", ""post_version"": ""Channels_56"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.13""}"
statewrite:spank_chain_payment.closeVirtualChannel.13,commitsState,commit:spank_chain_payment.closeVirtualChannel.13,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 13, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_51"", ""post_version"": ""Channels_56"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.13""}"
commit:spank_chain_payment.closeVirtualChannel.14,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 14, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_56"", ""post_version"": ""Channels_57"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.14""}"
statewrite:spank_chain_payment.closeVirtualChannel.14,preStateVersion,version:spank_chain_payment.Channels_56,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 14, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_56"", ""post_version"": ""Channels_57"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.14""}"
statewrite:spank_chain_payment.closeVirtualChannel.14,postStateVersion,version:spank_chain_payment.Channels_57,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 14, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_56"", ""post_version"": ""Channels_57"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.14""}"
statewrite:spank_chain_payment.closeVirtualChannel.14,commitsState,commit:spank_chain_payment.closeVirtualChannel.14,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 14, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_56"", ""post_version"": ""Channels_57"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.14""}"
commit:spank_chain_payment.closeVirtualChannel.15,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 15, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_57"", ""post_version"": ""Channels_58"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.15""}"
statewrite:spank_chain_payment.closeVirtualChannel.15,preStateVersion,version:spank_chain_payment.Channels_57,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 15, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_57"", ""post_version"": ""Channels_58"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.15""}"
statewrite:spank_chain_payment.closeVirtualChannel.15,postStateVersion,version:spank_chain_payment.Channels_58,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 15, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_57"", ""post_version"": ""Channels_58"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.15""}"
statewrite:spank_chain_payment.closeVirtualChannel.15,commitsState,commit:spank_chain_payment.closeVirtualChannel.15,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 15, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_57"", ""post_version"": ""Channels_58"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.15""}"
commit:spank_chain_payment.closeVirtualChannel.16,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 16, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_58"", ""post_version"": ""Channels_59"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.16""}"
statewrite:spank_chain_payment.closeVirtualChannel.16,preStateVersion,version:spank_chain_payment.Channels_58,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 16, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_58"", ""post_version"": ""Channels_59"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.16""}"
statewrite:spank_chain_payment.closeVirtualChannel.16,postStateVersion,version:spank_chain_payment.Channels_59,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 16, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_58"", ""post_version"": ""Channels_59"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.closeVirtualChannel.16""}"
